Sr.No.,REGION,ZONE,CIRCLE,DIVISION,SUB-DIVISION,BU,SS NO,SS NAME,FED NO,FEEDER NAME,DTC CODE,DTC_NAME,CAPACITY KVA,POLE_NO_FROM_STN,NODE NUMBER,NO_OF_POLES_FR_NODE,METER INSTALLED,METER NUMBER,METER CT RATIO,CONNECTED CT RATIO,METER PT RATIO,CONNECTED PT RATIO,METER WORKING,CURRENT READING,LATITUDE,LONGITUDE,SURVEY DONE BY,UPLOADED ON,NEW DTC,IS IT NODE
375,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256404,SHIVAJI DATTATRAYA GAMBHIRE,,240,,,NO,-,,,,,YES,NO METER,20.013126,74.2072273,2189534,13-06-2020 18:26,NO,NO
376,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256405,SURESH SANAP,,225,,,NO,-,,,,,YES,NO METER,20.0236207,74.2065768,2189534,13-06-2020 15:30,NO,NO
377,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256406,RAJOLE DP,,233,,,NO,-,,,,,YES,NO METER,20.0191948,74.2041728,2189534,13-06-2020 18:26,NO,NO
378,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256409,DHANORA ROAD,,270,4,6,NO,-,,,,,YES,NO METER,20.0378326,74.2124475,2189534,25-06-2020 15:18,NO,YES
379,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256426,GAOTHAN,100,70,,,NO,-,,,,,YES,NO METER,20.0439269,74.1968921,2189534,18-06-2020 13:01,NO,NO
380,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256429,AKRAWADE DP,100,45,,,NO,-,,,,,YES,NO METER,20.0538496,74.1858031,2189534,18-06-2020 13:01,NO,NO
381,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256430,GR 5 WATER SUPPLY DHARANGAON KH,100,45,,,NO,-,,,,,YES,NO METER,20.0544255,74.1854031,2189534,25-06-2020 13:21,NO,NO
382,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256434,GAJARWADI ROAD,100,38,,,NO,-,,,,,YES,NO METER,20.0591901,74.1845646,2189534,10-06-2020 14:58,NO,NO
383,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256435,SARJERO DP,63,36,,,NO,-,,,,,YES,NO METER,20.0581881,74.1835683,2189534,10-06-2020 14:58,NO,NO
384,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256440,GANGADHAR JADHAV,63,49,,,NO,-,,,,,YES,NO METER,20.0611718,74.1765885,2189534,25-06-2020 13:21,NO,NO
385,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256442,Ratan Baba Sonawne,63,200,,,NO,-,,,,,YES,NO METER,20.023995,74.190661,2189534,25-06-2020 11:20,NO,NO
386,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256852,GR 15 SNIGLE PH GAOTHAN DHARNGAON,,75,,,NO,-,,,,,YES,NO METER,20.0406326,74.1973269,2189534,18-06-2020 13:01,NO,NO
387,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256853,GR 16 SNIGLE PH GAOTHAN DHARANGAON,,188,,,NO,-,,,,,YES,NO METER,20.0407684,74.2031312,2189534,13-06-2020 14:14,NO,NO
388,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256857,GR 16 VISHWANATH PATIL DHARANGN KH,63,170,,,NO,-,,,,,YES,NO METER,20.0426779,74.1823229,2189534,25-06-2020 12:52,NO,NO
389,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256866,Shantaram Sangale,,,,,NO,-,,,,,YES,NO METER,20.0261818,74.2083535,2189534,13-06-2020 15:28,NO,NO
390,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256879,Kisan Sanap Anna Gr.No.48,,,,,NO,-,,,,,NO,,20.0526308,74.1208761,2638592,13-06-2020 12:39,NO,NO
391,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256888,kakade aalii,,165,,,NO,-,,,,,YES,NO METER,20.0494902,74.183315,2189534,25-06-2020 12:52,NO,NO
392,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256889,"Near Gaothan Pund,Dh Vr Gr No.16",,200,,,NO,-,,,,,YES,NO METER,20.0421292,74.214455,2189534,27-06-2020 11:27,NO,NO
393,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256890,Vishnu Pund Dh.Vr.Gr No.17,,198,,,NO,-,,,,,YES,NO METER,20.0424198,74.2036779,2189534,13-06-2020 14:14,NO,NO
394,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256891,"Parvat Anna House,Dh Kh Gr No.22",63,102,,,YES,053-10283777,NA,NA,NA,NA,NO,,20.0317704,74.1894997,2638690,24-11-2020 14:00,NO,NO
395,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256892,"Parvat Anna,hause Dh Kh Gr No.22",,188,,,NO,-,,,,,YES,NO METER,20.0334724,74.1905417,2189534,25-06-2020 12:52,NO,NO
396,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256894,Chinch DP Dh Kh Gr No.,,82,,,NO,-,,,,,YES,NO METER,20.0443321,74.1940922,2189534,19-06-2020 09:22,NO,NO
397,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256895,"Sharad Jadhao,Dh Kh Gr No.25",,89,,,NO,-,,,,,YES,NO METER,20.0470907,74.1921832,2189534,19-06-2020 09:22,NO,NO
398,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256896,dhomse do gajrwadi rod,,180,,,NO,-,,,,,YES,NO METER,20.0380687,74.1937811,2189534,25-06-2020 10:46,NO,NO
399,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256959,BALU SONWANE-DH VEER,63,130,126,6,YES,053-10283776,200/5,200/5,11KV/110V,11KV/110V,NO,,20.0649465,74.2099281,2189534,11-06-2020 15:10,NO,YES
400,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256960,VISHNU PUND-DH VEER,,212,,,NO,-,,,,,YES,NO METER,20.0330708,74.2088775,2189534,13-06-2020 15:26,NO,NO
401,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256986,Khandu Dashrath,,200,,,NO,-,,,,,YES,NO METER,20.0424638,74.204176,2189534,13-06-2020 14:14,NO,NO
402,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,205,DHARANGAON                    ,4256999,Gambhire Vasti,,239,,,NO,-,,,,,YES,NO METER,20.0131215,74.2072428,2189534,13-06-2020 18:26,NO,NO
403,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561013,naitale27(ramnath kacharu),,33,1,28,NO,-,,,,,YES,NO METER,20.0752099,74.1806264,2579308,10-06-2020 13:48,NO,YES
404,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561019,Murkute,,29,1,24,NO,-,,,,,YES,NO METER,20.0728052,74.1798222,2579308,10-06-2020 13:40,NO,YES
405,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561023,Bokaddara 12,,0,4,3,NO,-,,,,,YES,NO METER,20.0653972,74.189982,2579308,10-06-2020 15:29,NO,YES
406,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561027,bokdara 13(kondaji),,0,12,6,NO,-,,,,,YES,NO METER,20.0758956,74.2015361,2579308,10-06-2020 17:34,NO,YES
407,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561048,Sanjay Sanap DP,,0,10,3,YES,055-906657,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0689807,74.1968122,2579308,10-06-2020 17:09,NO,YES
408,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561049,Suryavanshi DP,,5,1,1,NO,-,,,,,YES,NO METER,20.0705273,74.1772083,2579308,09-06-2020 13:20,NO,YES
409,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561117,sushil bhalerao,,0,7,9,YES,043-5819110,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,230119,20.0752775,74.1922729,2579308,10-06-2020 16:35,NO,YES
410,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561131,ramkrishna darade,,0,3,2,YES,076-057553,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0669213,74.186754,2579308,10-06-2020 15:05,NO,YES
411,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561137,MORE DP,,52,5,47,NO,-,,,,,YES,NO METER,20.0712427,74.1771468,2579308,07-07-2020 11:30,NO,YES
412,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561138,RAGHUNATH SANAP DP,,0,4,2,NO,-,,,,,YES,NO METER,20.0694315,74.1889028,2579308,10-06-2020 15:40,NO,YES
413,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561140,MIDC 2 DP 1 ph,,0,12,3,NO,-,,,,,YES,NO METER,20.0739052,74.2007188,2579308,10-06-2020 17:28,NO,YES
414,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561141,Bhaurao Darade DP 1 Ph,,0,5,5,NO,-,,,,,YES,NO METER,20.0736477,74.1881551,2579308,10-06-2020 16:23,NO,YES
415,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561150,TIDKE DP 1 PH,,502,2,3,NO,-,,,,,YES,NO METER,20.0651216,74.1789822,2579308,10-06-2020 14:48,NO,YES
416,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561175,pund sonawane,63,90,80,5,YES,076-10283705,200/5,200/5,11KV/110V,11KV/110V,NO,,20.0609483,74.2106696,2189534,25-06-2020 14:48,YES,YES
417,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561252,Beghar Vasti (Near Canel),,0,5,7,NO,-,,,,,YES,NO METER,20.0734734,74.1884952,2579308,10-06-2020 16:27,NO,YES
418,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,2561253,Pekhale D.P,,0,14,2,NO,-,,,,,YES,NO METER,20.0625966,74.1955175,2579308,10-06-2020 17:53,NO,YES
419,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256213,KABU SITARAM NAITALE,,38,1,33,YES,076-261783,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0756556,74.1834613,2579308,10-06-2020 14:04,NO,YES
420,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256218,Dalim MALA,,45,1,40,YES,043-3009568,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0666695,74.1778498,2579308,10-06-2020 14:20,NO,YES
421,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256223,RANGNATH MISTATRI,,11,5,5,NO,-,,,,,YES,NO METER,20.0720797,74.1769844,2579308,09-06-2020 15:27,NO,YES
422,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256230,Gite DP Rampur,,17,1,12,YES,076-004170,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0774448,74.1756345,2579308,09-06-2020 15:56,NO,YES
423,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256236,darade DP,,0,13,5,NO,-,,,,,YES,NO METER,20.0623645,74.2004589,2579308,10-06-2020 17:48,NO,YES
424,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256237,BALKISAN DP,,0,9,7,YES,076-057558,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0684291,74.196089,2579308,10-06-2020 16:52,NO,YES
425,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256238,MIDC,,0,12,3,YES,076-057171,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0738785,74.2007108,2579308,10-06-2020 17:25,NO,YES
426,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256239,SUDAM DP,,0,4,3,YES,076-057176,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0715005,74.1867937,2579308,10-06-2020 16:04,NO,YES
427,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256240,POLTRY FORM,,3,3,2,YES,076-155140,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,149066,20.0671833,74.1864808,2579308,10-06-2020 15:14,NO,YES
428,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256241,PARSHURAM SANAP GR 6 BOKADDARA,,0,5,5,NO,-,,,,,YES,NO METER,20.0736247,74.1881423,2579308,10-06-2020 16:19,NO,YES
429,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256242,GR 7 SINGLE PH BOKADDARA,,0,12,1,YES,076-057178,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0702319,74.1983634,2579308,10-06-2020 17:19,NO,YES
430,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256269,Borgude,,27,1,22,NO,-,,,,,YES,NO METER,20.0776189,74.1759616,2579308,09-06-2020 16:37,NO,YES
431,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256272,Patil DP,,0,13,4,NO,-,,,,,YES,NO METER,20.0646556,74.1983271,2579308,10-06-2020 17:42,NO,YES
432,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256278,Pathan DP,,22,1,17,YES,053-10283840,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,473940,20.0779871,74.1736875,2579308,09-06-2020 16:31,NO,YES
433,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256287,nivruti,,0,9,1,YES,076-057551,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0690343,74.1966279,2579308,10-06-2020 16:59,NO,YES
434,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256288,vishwanath patil,,0,11,2,NO,-,,,,,YES,NO METER,20.0697113,74.198714,2579308,10-06-2020 17:14,NO,YES
435,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256289,ramkrisna darade,,4,3,4,YES,076-057174,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0676347,74.1863902,2579308,10-06-2020 15:19,NO,YES
436,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256401,GANPU DADA GAMBHIRE,100,85,80,4,NO,-,,,,,YES,NO METER,20.0517276,74.2091604,2189534,11-06-2020 15:10,NO,YES
437,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256402,BHAU RAMCHANDRA GAMBHIRE,,219,,,NO,-,,,,,YES,NO METER,20.0309271,74.2037217,2189534,13-06-2020 15:27,NO,NO
438,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256407,NIKAM WADI,63,235,230,6,YES,076-057177,100/5,100/5,11KV/110V,11KV/110V,NO,,20.0558943,74.2147152,2189534,11-06-2020 15:10,NO,YES
439,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256408,GR 9 MADHAV F SANAP DHARANGAON VIR,63,,,,NO,-,,,,,YES,NO METER,20.0612264,74.2082667,2189534,11-06-2020 11:33,NO,NO
440,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256410,ANIL NIKAM,100,160,158,,YES,076-056300,100/5,100/5,11KV/110V,11KV/110V,NO,,20.0578391,74.2149576,2189534,11-06-2020 15:10,NO,YES
441,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256413,GR 14 SONAWANE DP DHARANGAON VIR,,95,90,2,NO,-,,,,,YES,NO METER,20.055971,74.2087578,2189534,11-06-2020 15:10,NO,YES
442,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256427,CHABU SADASHIV JADHAV,100,120,110,9,YES,076-056295,100/5,100/5,11KV/110V,11KV/110V,NO,,20.0568667,74.1959385,2189534,11-06-2020 15:10,NO,YES
443,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256865,Dharangaon KH2,63,190,,,NO,-,,,,,YES,NO METER,20.0568813,74.1961392,2189534,27-06-2020 13:16,NO,NO
444,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256878,Subhash Anna,100,,,,NO,-,,,,,YES,NO METER,20.0506337,74.2028098,2189534,11-06-2020 11:33,NO,NO
445,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256958,Balu Somnath,,260,16,260,YES,076-11052429,200/5,200/5,11KV/110V,11KV/110V,YES,473,20.0462246,74.2147313,2189534,25-06-2020 15:06,NO,YES
446,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256964,¿¿¿¿¿ ¿¿¿¿¿ ¿¿ ¿¿ ¿¿¿,,0,,,NO,-,,,,,YES,NO METER,20.04673,74.1643933,2125226,08-06-2020 10:52,NO,NO
447,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,206,BOKADDARE                     ,4256970,Darade,,210,,,NO,-,,,,,YES,NO METER,20.0604634,74.1931606,2189534,27-06-2020 13:16,NO,NO
448,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,207,DUDH DAIRY                    ,2561002,RENUKA MILK PLANT,100,18,,,YES,043-5819127,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,3220,20.070698,74.175234,2579294,04-07-2020 12:55,NO,NO
449,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,207,DUDH DAIRY                    ,2561134,Khaire Lawns,63,3,1,1,YES,043-5799041,01-Jan,01-Jan,11KV/110V,11KV/110V,YES,15712,20.0707682,74.1749802,2579294,04-07-2020 13:13,NO,YES
450,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561103,Thakare dp,,26,,,YES,076-379462,01-Jan,01-Jan,11KV/110V,11KV/110V,NO,,20.0633277,74.1566606,2579294,07-07-2020 12:31,NO,NO
451,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561168,Shinde kolwadikar,100,0,,,NO,-,,,,,NO,NO METER,20.0687647,74.1153705,2638592,18-07-2020 12:42,YES,NO
452,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561178,Kshirsagar New,,0,,,NO,-,,,,,NO,,20.0577284,74.1212432,2638592,18-07-2020 12:42,NO,NO
453,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561182,Ghode si of 40,75,0,,,NO,-,,,,,NO,,20.044201,74.1315199,2638592,23-07-2020 13:25,NO,NO
454,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561183,PADOL DP SHIVRE,,113,,,NO,-,,,,,YES,NO METER,20.0610482,74.1274853,2638592,11-06-2020 16:11,NO,NO
455,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561184,NANDU KAPSE,,114,,,NO,-,,,,,YES,NO METER,20.0668676,74.1278933,2638592,11-06-2020 15:55,NO,NO
456,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561194,Kiran sanap gr4s,,2,2,2,NO,-,,,,,NO,,20.0466658,74.1307859,2638592,25-06-2020 13:29,NO,YES
457,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561255,New Gokhar D.P,,22,1,1,NO,-,,,,,NO,,20.0635243,74.158836,2579294,07-07-2020 12:21,NO,YES
458,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561708,INDUS TOWER SHIVRE 15 X 3 KVA,50,,,,YES,053-11533995,50/5,NA,NA,NA,YES,201666,20.05856,74.143305,2638592,23-07-2020 13:17,NO,NO
459,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561709,NEW GAOTHAN SHIVRE 25 X 3 KVA,75,,,,NO,-,,,,,NO,,20.0593383,74.14554,2638592,23-07-2020 13:17,NO,NO
460,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,2561713,NAMDEO KATKADE OLD SHIVRE ROAD,100,0,,,NO,-,,,,,NO,,20.0466658,74.1307859,2638592,25-06-2020 13:29,NO,NO
461,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,4256222,GHAYAL DP,,15,,,NO,-,,,,,NO,,20.0696557,74.1757996,2579294,06-07-2020 16:17,NO,NO
462,KOKAN REGION,NASIK ZONE,NASHIK CIRCLE,CHANDWAD DIVISION,NIPHAD,5428,184038,NAITALE,208,SHIVRE                        ,4256361,MADHAV KAPSE,,109,,,NO,-,,,,,YES,NO METER,20.0639698,74.1285085,2638592,11-06-2020 15:55,NO,NO
